,Stance,solat,athene,uclmr,solat_tree,solat_deep,mix_solat_uclmr
15044,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15046,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15047,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15048,agree,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15049,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15051,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15052,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15053,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15054,agree,agree,agree,discuss,agree,agree,agree
15056,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15057,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15058,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15059,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15061,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
15062,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15063,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15064,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15066,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15067,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15068,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15069,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15071,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15072,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15073,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15074,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
15076,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15077,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15078,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15079,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15081,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15082,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15083,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15084,discuss,discuss,discuss,discuss,discuss,agree,discuss
15086,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15087,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15088,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15089,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15091,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15092,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15093,disagree,discuss,unrelated,unrelated,discuss,agree,unrelated
15094,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15096,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15097,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15098,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15099,discuss,discuss,discuss,agree,discuss,unrelated,discuss
15101,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
15102,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15103,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15104,agree,agree,agree,agree,discuss,agree,agree
15106,discuss,discuss,discuss,discuss,discuss,agree,discuss
15107,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15108,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15109,unrelated,discuss,unrelated,discuss,discuss,discuss,discuss
15111,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15112,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15113,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15114,discuss,discuss,discuss,agree,discuss,agree,discuss
15116,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15117,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15118,discuss,agree,discuss,discuss,agree,unrelated,agree
15119,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15121,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15122,agree,agree,agree,agree,agree,unrelated,agree
15123,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15124,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15126,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15127,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15128,discuss,discuss,discuss,discuss,discuss,agree,discuss
15129,unrelated,unrelated,unrelated,discuss,unrelated,discuss,discuss
15131,discuss,discuss,discuss,discuss,discuss,agree,discuss
15132,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15133,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15134,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15136,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15137,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
15138,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15139,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15141,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15142,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15143,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15144,discuss,discuss,discuss,agree,discuss,discuss,discuss
15146,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15147,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15148,discuss,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15149,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15151,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15152,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15153,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
15154,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15156,unrelated,discuss,discuss,discuss,discuss,unrelated,discuss
15157,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15158,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
15159,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15161,agree,discuss,discuss,agree,discuss,discuss,discuss
15162,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15163,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
15164,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15166,discuss,discuss,discuss,discuss,discuss,agree,discuss
15167,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15168,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15169,discuss,discuss,discuss,discuss,discuss,agree,discuss
15171,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15172,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15173,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15174,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15176,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15177,agree,agree,agree,agree,agree,agree,agree
15178,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15179,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15181,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15182,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15183,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
15184,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15186,discuss,agree,discuss,agree,agree,unrelated,agree
15187,discuss,discuss,discuss,unrelated,discuss,unrelated,unrelated
15188,discuss,agree,discuss,discuss,agree,agree,agree
15189,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15191,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15192,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
15193,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15194,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15196,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15197,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15198,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15199,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15201,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15202,discuss,agree,agree,discuss,discuss,agree,discuss
15203,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15204,discuss,agree,discuss,discuss,discuss,agree,discuss
15206,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15207,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15208,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15209,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15211,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15212,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
15213,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15214,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15216,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15217,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15218,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15219,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15221,disagree,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15222,agree,agree,agree,agree,agree,agree,agree
15223,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15224,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15226,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15227,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15228,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15229,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15231,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15232,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15233,agree,agree,agree,agree,agree,agree,agree
15234,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15236,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15237,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15238,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15239,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
15241,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15242,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15243,agree,agree,discuss,agree,agree,unrelated,agree
15244,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15246,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15247,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15248,agree,agree,discuss,discuss,agree,agree,discuss
15249,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15251,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15252,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15253,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15254,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15256,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15257,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15258,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15259,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15261,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15262,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15263,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15264,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15266,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
15267,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15268,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15269,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15271,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15272,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15273,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15274,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15276,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15277,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15278,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15279,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15281,agree,discuss,discuss,discuss,discuss,discuss,discuss
15282,disagree,discuss,discuss,discuss,discuss,agree,discuss
15283,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15284,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15286,disagree,agree,agree,agree,agree,unrelated,agree
15287,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
15288,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15289,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15291,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15292,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15293,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15294,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15296,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15297,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15298,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15299,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15301,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15302,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15303,discuss,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15304,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15306,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15307,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15308,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15309,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15311,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
15312,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15313,discuss,discuss,discuss,discuss,discuss,agree,discuss
15314,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15316,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
15317,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15318,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15319,disagree,agree,discuss,discuss,agree,agree,agree
15321,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15322,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15323,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15324,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
15326,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15327,agree,agree,agree,agree,agree,agree,agree
15328,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
15329,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15331,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15332,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15333,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15334,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15336,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15337,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15338,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
15339,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15341,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15342,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15343,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15344,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15346,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
15347,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15348,agree,unrelated,discuss,discuss,discuss,unrelated,discuss
15349,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15351,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15352,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15353,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15354,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15356,discuss,agree,unrelated,unrelated,discuss,agree,unrelated
15357,unrelated,discuss,unrelated,discuss,discuss,unrelated,discuss
15358,discuss,agree,agree,agree,agree,unrelated,agree
15359,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15361,disagree,discuss,discuss,agree,discuss,agree,discuss
15362,discuss,discuss,discuss,discuss,discuss,agree,discuss
15363,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15364,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15366,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15367,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15368,discuss,discuss,discuss,discuss,discuss,agree,discuss
15369,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15371,agree,agree,agree,agree,agree,unrelated,agree
15372,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15373,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15374,agree,agree,agree,agree,agree,agree,agree
15376,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15377,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15378,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15379,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15381,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15382,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15383,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15384,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15386,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15387,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
15388,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15389,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15391,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15392,disagree,agree,agree,agree,discuss,agree,agree
15393,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15394,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15396,discuss,agree,discuss,agree,agree,agree,agree
15397,discuss,discuss,discuss,discuss,discuss,agree,discuss
15398,discuss,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15399,discuss,discuss,discuss,discuss,discuss,agree,discuss
15401,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15402,discuss,discuss,discuss,discuss,discuss,disagree,discuss
15403,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15404,discuss,unrelated,discuss,discuss,discuss,unrelated,discuss
15406,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15407,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15408,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15409,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15411,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15412,agree,agree,discuss,discuss,agree,agree,agree
15413,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15414,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15416,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15417,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15418,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
15419,disagree,agree,discuss,discuss,agree,unrelated,agree
15421,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15422,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15423,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15424,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15426,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
15427,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15428,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15429,disagree,agree,agree,discuss,discuss,agree,discuss
15431,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15432,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15433,discuss,discuss,discuss,agree,agree,discuss,agree
15434,agree,agree,agree,agree,agree,unrelated,agree
15436,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15437,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15438,discuss,agree,discuss,agree,discuss,agree,agree
15439,agree,unrelated,agree,agree,agree,unrelated,agree
15441,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15442,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
15443,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15444,discuss,agree,discuss,discuss,discuss,unrelated,discuss
15446,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15447,agree,discuss,agree,unrelated,discuss,agree,unrelated
15448,discuss,agree,discuss,discuss,discuss,agree,discuss
15449,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15451,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15452,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15453,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15454,discuss,agree,discuss,discuss,agree,agree,discuss
15456,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15457,agree,discuss,unrelated,agree,discuss,agree,discuss
15458,discuss,discuss,discuss,discuss,discuss,agree,discuss
15459,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15461,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
15462,agree,discuss,agree,discuss,discuss,agree,discuss
15463,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15464,agree,agree,agree,agree,agree,agree,agree
15466,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15467,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15468,agree,agree,agree,agree,agree,unrelated,agree
15469,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15471,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
15472,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15473,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15474,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15476,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15477,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15478,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15479,agree,agree,agree,agree,agree,agree,agree
15481,unrelated,discuss,unrelated,discuss,discuss,discuss,discuss
15482,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15483,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
15484,agree,agree,agree,discuss,discuss,agree,discuss
15486,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15487,discuss,discuss,discuss,discuss,discuss,agree,discuss
15488,disagree,discuss,agree,discuss,discuss,agree,discuss
15489,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15491,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15492,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15493,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15494,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15496,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15497,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15498,agree,agree,discuss,discuss,agree,agree,agree
15499,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15501,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15502,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15503,agree,agree,agree,agree,agree,agree,agree
15504,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15506,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15507,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15508,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15509,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15511,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15512,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15513,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15514,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15516,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15517,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15518,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15519,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15521,agree,agree,discuss,agree,agree,agree,agree
15522,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15523,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15524,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15526,disagree,discuss,discuss,discuss,discuss,disagree,discuss
15527,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15528,discuss,discuss,discuss,discuss,discuss,agree,discuss
15529,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15531,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15532,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15533,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15534,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15536,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15537,discuss,discuss,discuss,discuss,discuss,agree,discuss
