,id,Stance,uclmr,athene,solat,solat_tree,solat_deep,mix_solat_uclmr,mv_solat,mv_athene,mv_uclmr
11048,11048,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11049,11049,agree,discuss,discuss,unrelated,agree,unrelated,discuss,discuss,discuss,discuss
11050,11050,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11051,11051,discuss,discuss,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
11052,11052,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11053,11053,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11054,11054,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11055,11055,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11056,11056,discuss,agree,agree,discuss,discuss,agree,agree,agree,agree,agree
11057,11057,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
11058,11058,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11059,11059,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11060,11060,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11061,11061,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11062,11062,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11063,11063,disagree,disagree,unrelated,unrelated,discuss,unrelated,discuss,unrelated,unrelated,unrelated
11064,11064,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11065,11065,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11066,11066,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11067,11067,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11068,11068,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11069,11069,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11070,11070,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11071,11071,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11072,11072,agree,unrelated,unrelated,discuss,discuss,agree,unrelated,unrelated,unrelated,unrelated
11073,11073,discuss,discuss,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
11074,11074,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11075,11075,agree,discuss,agree,agree,agree,unrelated,agree,agree,agree,agree
11076,11076,discuss,discuss,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
11077,11077,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11078,11078,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
11079,11079,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11080,11080,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11081,11081,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11082,11082,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11083,11083,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11084,11084,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11085,11085,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
11086,11086,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11087,11087,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
11088,11088,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11089,11089,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11090,11090,unrelated,discuss,discuss,unrelated,unrelated,unrelated,unrelated,discuss,discuss,discuss
11091,11091,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11092,11092,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11093,11093,agree,agree,agree,discuss,discuss,unrelated,discuss,agree,agree,agree
11094,11094,disagree,agree,agree,unrelated,discuss,unrelated,discuss,agree,agree,agree
11095,11095,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11096,11096,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11097,11097,discuss,discuss,discuss,discuss,discuss,disagree,discuss,discuss,discuss,discuss
11098,11098,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated,unrelated,unrelated,unrelated
11099,11099,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11100,11100,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11101,11101,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11102,11102,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11103,11103,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11104,11104,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11105,11105,agree,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
11106,11106,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11107,11107,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11108,11108,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11109,11109,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11110,11110,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11111,11111,discuss,discuss,discuss,discuss,discuss,disagree,discuss,discuss,discuss,discuss
11112,11112,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11113,11113,agree,agree,agree,discuss,discuss,agree,discuss,agree,agree,agree
11114,11114,disagree,unrelated,unrelated,agree,discuss,agree,unrelated,unrelated,unrelated,unrelated
11115,11115,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11116,11116,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11117,11117,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11118,11118,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11119,11119,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
11120,11120,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11121,11121,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11122,11122,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
11123,11123,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11124,11124,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
11125,11125,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11126,11126,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11127,11127,discuss,discuss,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
11128,11128,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11129,11129,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11130,11130,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11131,11131,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
11132,11132,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11133,11133,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11134,11134,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11135,11135,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11136,11136,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11137,11137,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11138,11138,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11139,11139,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11140,11140,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11141,11141,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11142,11142,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
11143,11143,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11144,11144,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11145,11145,disagree,discuss,agree,discuss,discuss,agree,discuss,discuss,discuss,discuss
11146,11146,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
11147,11147,discuss,agree,discuss,agree,agree,agree,agree,agree,agree,agree
11148,11148,agree,agree,discuss,discuss,discuss,unrelated,discuss,discuss,discuss,discuss
11149,11149,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11150,11150,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11151,11151,discuss,agree,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
11152,11152,discuss,discuss,discuss,discuss,discuss,unrelated,discuss,discuss,discuss,discuss
11153,11153,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11154,11154,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11155,11155,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11156,11156,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11157,11157,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree
11158,11158,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11159,11159,unrelated,discuss,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
11160,11160,discuss,agree,discuss,agree,agree,discuss,agree,agree,agree,agree
11161,11161,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11162,11162,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11163,11163,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11164,11164,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11165,11165,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11166,11166,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11167,11167,discuss,discuss,agree,discuss,discuss,agree,discuss,discuss,discuss,discuss
11168,11168,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
11169,11169,agree,discuss,discuss,agree,agree,agree,agree,discuss,discuss,discuss
11170,11170,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11171,11171,discuss,unrelated,unrelated,discuss,discuss,disagree,discuss,unrelated,unrelated,unrelated
11172,11172,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11173,11173,discuss,discuss,discuss,agree,agree,discuss,agree,discuss,discuss,discuss
11174,11174,unrelated,discuss,unrelated,discuss,discuss,discuss,discuss,discuss,discuss,discuss
11175,11175,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated,unrelated,unrelated,unrelated
11176,11176,discuss,discuss,discuss,agree,discuss,agree,discuss,discuss,discuss,discuss
11177,11177,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11178,11178,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11179,11179,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11180,11180,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11181,11181,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11182,11182,agree,discuss,discuss,agree,agree,agree,discuss,discuss,discuss,discuss
11183,11183,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
11184,11184,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11185,11185,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11186,11186,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11187,11187,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11188,11188,agree,discuss,discuss,agree,agree,unrelated,agree,discuss,discuss,discuss
11189,11189,agree,agree,discuss,agree,agree,agree,agree,agree,agree,agree
11190,11190,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11191,11191,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11192,11192,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11193,11193,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11194,11194,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11195,11195,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11196,11196,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
11197,11197,agree,unrelated,discuss,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11198,11198,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11199,11199,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11200,11200,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11201,11201,unrelated,discuss,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11202,11202,disagree,agree,agree,discuss,discuss,agree,agree,agree,agree,agree
11203,11203,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11204,11204,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11205,11205,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11206,11206,discuss,discuss,discuss,agree,agree,unrelated,agree,discuss,discuss,discuss
11207,11207,unrelated,discuss,unrelated,discuss,unrelated,discuss,discuss,discuss,discuss,discuss
11208,11208,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11209,11209,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11210,11210,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11211,11211,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated,unrelated,unrelated,unrelated
11212,11212,agree,agree,disagree,discuss,discuss,agree,discuss,discuss,disagree,agree
11213,11213,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11214,11214,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11215,11215,discuss,agree,agree,discuss,discuss,agree,agree,agree,agree,agree
11216,11216,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11217,11217,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11218,11218,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11219,11219,discuss,discuss,discuss,discuss,discuss,unrelated,discuss,discuss,discuss,discuss
11220,11220,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11221,11221,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11222,11222,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11223,11223,disagree,unrelated,unrelated,discuss,discuss,agree,unrelated,unrelated,unrelated,unrelated
11224,11224,agree,discuss,agree,agree,agree,disagree,agree,agree,agree,agree
11225,11225,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11226,11226,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11227,11227,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11228,11228,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11229,11229,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11230,11230,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
11231,11231,unrelated,discuss,unrelated,discuss,unrelated,discuss,discuss,discuss,discuss,discuss
11232,11232,discuss,discuss,discuss,discuss,discuss,unrelated,discuss,discuss,discuss,discuss
11233,11233,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11234,11234,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11235,11235,disagree,disagree,unrelated,unrelated,discuss,unrelated,discuss,unrelated,unrelated,unrelated
11236,11236,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11237,11237,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11238,11238,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated,unrelated,unrelated,unrelated
11239,11239,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11240,11240,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11241,11241,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11242,11242,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11243,11243,disagree,unrelated,disagree,agree,agree,unrelated,unrelated,agree,disagree,unrelated
11244,11244,discuss,discuss,discuss,discuss,discuss,unrelated,discuss,discuss,discuss,discuss
11245,11245,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11246,11246,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
11247,11247,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11248,11248,discuss,unrelated,discuss,agree,agree,disagree,agree,agree,discuss,unrelated
11249,11249,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11250,11250,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11251,11251,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11252,11252,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
11253,11253,agree,discuss,discuss,agree,agree,agree,discuss,discuss,discuss,discuss
11254,11254,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11255,11255,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11256,11256,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11257,11257,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11258,11258,discuss,discuss,agree,discuss,discuss,unrelated,discuss,discuss,discuss,discuss
11259,11259,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
11260,11260,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11261,11261,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11262,11262,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11263,11263,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
11264,11264,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11265,11265,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
11266,11266,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11267,11267,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11268,11268,discuss,discuss,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
11269,11269,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11270,11270,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11271,11271,discuss,agree,discuss,agree,agree,agree,agree,agree,agree,agree
11272,11272,agree,discuss,agree,unrelated,discuss,unrelated,discuss,unrelated,agree,discuss
11273,11273,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11274,11274,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11275,11275,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11276,11276,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11277,11277,agree,agree,agree,discuss,discuss,unrelated,agree,agree,agree,agree
11278,11278,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11279,11279,agree,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
11280,11280,disagree,discuss,agree,discuss,discuss,agree,discuss,discuss,discuss,discuss
11281,11281,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
11282,11282,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11283,11283,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated,unrelated,unrelated,unrelated
11284,11284,disagree,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated,unrelated
11285,11285,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11286,11286,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11287,11287,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11288,11288,unrelated,discuss,unrelated,discuss,discuss,discuss,discuss,discuss,discuss,discuss
11289,11289,agree,discuss,agree,agree,agree,agree,agree,agree,agree,agree
11290,11290,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
11291,11291,agree,discuss,agree,discuss,discuss,agree,discuss,discuss,discuss,discuss
11292,11292,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11293,11293,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11294,11294,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11295,11295,agree,discuss,discuss,agree,agree,agree,agree,discuss,discuss,discuss
11296,11296,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11297,11297,discuss,agree,discuss,discuss,discuss,unrelated,discuss,discuss,discuss,discuss
11298,11298,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11299,11299,discuss,discuss,discuss,agree,agree,agree,agree,discuss,discuss,discuss
11300,11300,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11301,11301,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11302,11302,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11303,11303,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11304,11304,discuss,discuss,agree,discuss,discuss,discuss,discuss,discuss,discuss,discuss
11305,11305,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11306,11306,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11307,11307,agree,agree,discuss,agree,agree,agree,agree,agree,agree,agree
11308,11308,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
11309,11309,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
11310,11310,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11311,11311,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
11312,11312,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
11313,11313,discuss,discuss,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
